14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.51,0.15
13.69,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.24,0.15
13.43,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.02,0.15
13.05,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,8.33,0.15
12.51,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.58,0.15
14.11,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.31,0.15
14.04,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.78,0.15
13.88,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.47,0.15
13.73,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
11.45,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.31,0.15
14.04,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.81,0.15
13.92,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.62,0.15
13.69,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.62,0.15
13.69,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.55,0.15
13.58,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.58,0.15
14.11,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.70,0.15
11.11,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.27,0.15
13.92,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.62,0.15
13.69,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.28,0.15
13.35,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,8.79,0.15

13.05,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,8.37,0.15
12.67,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.58,0.15
14.15,7.03,8.41,0.15
12.29,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.46,0.15
14.07,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.97,0.15
14.00,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,9.62,0.15
13.69,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,9.24,0.15
13.39,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,8.90,0.15
12.86,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.58,0.15
14.15,7.03,8.52,0.15
11.72,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.46,0.15
14.07,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.97,0.15
14.00,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.62,0.15
13.69,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,9.24,0.15
13.43,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,9.02,0.15
13.05,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,8.29,0.15
12.32,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.50,0.15
14.04,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,9.81,0.15
13.92,7.03,10.61,0.15

14.15,7.03,10.61,0.15

14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15

14.15,7.03,9.62,0.15
13.66,7.03,10.61,0.15
14.15,7.03,10.61,0.15













14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.61,0.15
14.15,7.03,10.58,0.15
14.15,7.03,8.41,0.15
12.29,7.03,10.61,0.15















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































